--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
vpl             RELAY_CELLS                  35     0.3413     0.0156
vpl             LOCAL_INTERNEURONS           35     0.4869     0.0156
vpm             RELAY_CELLS                  35     0.3427     0.0156
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.50s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.9296     0.6735
gpi             GPi_OUTPUT                   25    23.1081     0.8525
snc             DOPAMINERGIC_NEURONS         20     0.2017     0.0157
stn             EXCITATORY_NEURONS           25     0.2450     0.0157
striatum        D1_MSN                       50     0.5033     0.0157
striatum        D2_MSN                       50     0.6997     0.0156
striatum        INTERNEURONS                 50     0.6970     0.0156
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0159
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0142     0.0157
locus_coeruleus NORADRENERGIC_NEURONS        10     0.1009     0.0157
raphe           SEROTONERGIC_NEURONS         10     0.1015     0.0158
vta             DOPAMINERGIC_NEURONS         20     0.2009     0.0157
vta             GABA_INTERNEURONS            20     0.2776     0.0156
cerebellar_cortex GRANULE_CELLS               300     3.0152     0.0157
cerebellar_cortex PURKINJE_CELLS              300     4.2007     0.0156
cerebellar_cortex INTERNEURONS                300     4.2072     0.0156
deep_nuclei     OUTPUT_NEURONS               50     0.5006     0.0157
a1              L4_EXCITATORY               200     2.0081     0.0157
a1              L2_3_PYRAMIDAL              200     2.8016     0.0156
a1              L6_PYRAMIDAL                200     2.7947     0.0156
a1              INTERNEURONS                200     2.8074     0.0157
insula          L2_3_PYRAMIDAL              200     2.0087     0.0157
insula          L5_PYRAMIDAL                200     2.7917     0.0156
insula          INTERNEURONS                200     2.7984     0.0156
m1              L2_3_PYRAMIDAL              200     2.0078     0.0157
m1              L5_PYRAMIDAL                200     2.7973     0.0156
m1              INTERNEURONS                200     2.8019     0.0156
s1              L4_EXCITATORY               200     2.0094     0.0157
s1              L2_3_PYRAMIDAL              200     2.7966     0.0156
s1              L5_PYRAMIDAL                200     2.7979     0.0156
s1              L6_PYRAMIDAL                200     2.8000     0.0156
s1              INTERNEURONS                200     2.8000     0.0156
v1              L4_EXCITATORY               200     2.0077     0.0157
v1              L2_3_PYRAMIDAL              200     2.8015     0.0156
v1              L5_PYRAMIDAL                200     2.7910     0.0156
v1              L6_PYRAMIDAL                200     2.7951     0.0156
v1              INTERNEURONS                200     2.7979     0.0156
ca1             PYRAMIDAL_CELLS             100     1.0054     0.0157
ca1             INTERNEURONS                100     1.3990     0.0156
ca3             PYRAMIDAL_CELLS             150     1.5086     0.0157
ca3             INTERNEURONS                150     2.1018     0.0156
dentate_gyrus   GRANULE_CELLS               150     1.5089     0.0157
dentate_gyrus   INTERNEURONS                150     2.0966     0.0156
subiculum       PYRAMIDAL_CELLS             100     1.0075     0.0157
association_cortex L2_3_PYRAMIDAL              200     2.0087     0.0157
association_cortex L5_PYRAMIDAL_A              200     2.7988     0.0156
association_cortex L5_PYRAMIDAL_B              200     2.7916     0.0156
association_cortex INTERNEURONS                200     2.7977     0.0156
Intralaminar    RELAY_NEURONS                50     0.6989     0.0156
pfc             L2_3_PYRAMIDAL              200     2.0083     0.0157
pfc             L5_POLICY_A                 200     2.7947     0.0156
pfc             L5_POLICY_B                 200     2.7967     0.0156
pfc             L5_PYRAMIDAL_B              200     2.7922     0.0156
pfc             L6_PYRAMIDAL                200     2.8001     0.0156
pfc             INTERNEURONS                200     2.7977     0.0156
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0432     0.0156
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0704     0.0157
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0700     0.0156
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0700     0.0156
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0162
anterior_pituitary THYROTROPES                   1     0.0143     0.0158
anterior_pituitary GONADOTROPES                  1     0.0138     0.0156
anterior_pituitary SOMATOTROPES                  1     0.0146     0.0159
anterior_pituitary LACTOTROPES                   1     0.0135     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0160
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0141     0.0157
lgn             RELAY_CELLS                  35     0.3470     0.0157
md              RELAY_CELLS                  50     0.5029     0.0157
mgb             RELAY_CELLS                  35     0.3458     0.0157
pulvinar        RELAY_CELLS                  50     0.5020     0.0157
trn             TRN_GABA                     50    19.3388     0.4346
vpl             RELAY_CELLS                  35     0.3433     0.0157
vpl             LOCAL_INTERNEURONS           35     0.4904     0.0156
vpm             RELAY_CELLS                  35     0.3444     0.0157
--------------------------------------------------------------------------------------------------------------
last: POKE gpi += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.60s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.9980     0.6769
gpi             GPi_OUTPUT                   25    23.2135     0.8566
snc             DOPAMINERGIC_NEURONS         20     0.2031     0.0157
stn             EXCITATORY_NEURONS           25     0.2467     0.0157
striatum        D1_MSN                       50     0.5064     0.0157
striatum        D2_MSN                       50     0.7044     0.0157
striatum        INTERNEURONS                 50     0.7019     0.0157
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0160
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0144     0.0158
locus_coeruleus NORADRENERGIC_NEURONS        10     0.1016     0.0157
raphe           SEROTONERGIC_NEURONS         10     0.1022     0.0158
vta             DOPAMINERGIC_NEURONS         20     0.2023     0.0157
vta             GABA_INTERNEURONS            20     0.2793     0.0156
cerebellar_cortex GRANULE_CELLS               300     3.0336     0.0157
cerebellar_cortex PURKINJE_CELLS              300     4.2268     0.0157
cerebellar_cortex INTERNEURONS                300     4.2365     0.0157
deep_nuclei     OUTPUT_NEURONS               50     0.5031     0.0157
a1              L4_EXCITATORY               200     2.0211     0.0157
a1              L2_3_PYRAMIDAL              200     2.8205     0.0157
a1              L6_PYRAMIDAL                200     2.8138     0.0157
a1              INTERNEURONS                200     2.8243     0.0157
insula          L2_3_PYRAMIDAL              200     2.0205     0.0157
insula          L5_PYRAMIDAL                200     2.8111     0.0157
insula          INTERNEURONS                200     2.8176     0.0157
m1              L2_3_PYRAMIDAL              200     2.0200     0.0157
m1              L5_PYRAMIDAL                200     2.8160     0.0157
m1              INTERNEURONS                200     2.8196     0.0157
s1              L4_EXCITATORY               200     2.0217     0.0157
s1              L2_3_PYRAMIDAL              200     2.8153     0.0157
s1              L5_PYRAMIDAL                200     2.8159     0.0157
s1              L6_PYRAMIDAL                200     2.8188     0.0157
s1              INTERNEURONS                200     2.8188     0.0157
v1              L4_EXCITATORY               200     2.0192     0.0157
v1              L2_3_PYRAMIDAL              200     2.8200     0.0157
v1              L5_PYRAMIDAL                200     2.8099     0.0157
v1              L6_PYRAMIDAL                200     2.8142     0.0157
v1              INTERNEURONS                200     2.8162     0.0157
ca1             PYRAMIDAL_CELLS             100     1.0107     0.0157
ca1             INTERNEURONS                100     1.4084     0.0157
ca3             PYRAMIDAL_CELLS             150     1.5180     0.0157
ca3             INTERNEURONS                150     2.1163     0.0157
dentate_gyrus   GRANULE_CELLS               150     1.5183     0.0157
dentate_gyrus   INTERNEURONS                150     2.1108     0.0157
subiculum       PYRAMIDAL_CELLS             100     1.0138     0.0157
association_cortex L2_3_PYRAMIDAL              200     2.0205     0.0157
association_cortex L5_PYRAMIDAL_A              200     2.8175     0.0157
association_cortex L5_PYRAMIDAL_B              200     2.8096     0.0157
association_cortex INTERNEURONS                200     2.8169     0.0157
Intralaminar    RELAY_NEURONS                50     0.7037     0.0157
pfc             L2_3_PYRAMIDAL              200     2.0199     0.0157
pfc             L5_POLICY_A                 200     2.8112     0.0157
pfc             L5_POLICY_B                 200     2.8150     0.0157
pfc             L5_PYRAMIDAL_B              200     2.8108     0.0157
pfc             L6_PYRAMIDAL                200     2.8196     0.0157
pfc             INTERNEURONS                200     2.8166     0.0157
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0436     0.0157
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0710     0.0157
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0704     0.0157
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0704     0.0157
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0162
anterior_pituitary THYROTROPES                   1     0.0143     0.0158
anterior_pituitary GONADOTROPES                  1     0.0140     0.0156
anterior_pituitary SOMATOTROPES                  1     0.0148     0.0160
anterior_pituitary LACTOTROPES                   1     0.0135     0.0154
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0161
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0142     0.0157
lgn             RELAY_CELLS                  35     0.3488     0.0157
md              RELAY_CELLS                  50     0.5056     0.0157
mgb             RELAY_CELLS                  35     0.3482     0.0157
pulvinar        RELAY_CELLS                  50     0.5044     0.0157
